KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
EVENT_STRANGEMIRROR_REW1,"{catname} stares at {himself} for a few moments, but it appears to just be a normal mirror.",,"{catname} se queda mirando su reflejo durante unos instantes, pero parece que se trata de un espejo normal y corriente.","{catname} fixe son reflet pendant quelques instants, mais finalement, le miroir ne lui semble pas avoir quoi que ce soit de particulier.","{catname} starrt sich ein paar Sekunden fasziniert selbst an, doch der Spiegel scheint nur ein normaler Spiegel zu sein.","{catname} si osserva per qualche momento, ma sembra essere solo un normale specchio.","{catname} se encara por alguns instantes, mas parece ser apenas um espelho normal.",,,,"{catname} 盯着{himself}看了几秒，
但看起来那就是一面普通的镜子。
"
EVENT_STRANGEMIRROR_REW1_M,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW1_F,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW1_N,"{catname} stares at themselves for a few moments, but it appears to just be a normal mirror.",,"{catname} se queda mirando su reflejo durante unos instantes, pero parece que se trata de un espejo normal y corriente.",,"{catname} starrt sich ein paar Sekunden fasziniert selbst an, doch der Spiegel scheint nur ein normaler Spiegel zu sein.",,,,,,"{catname} 盯着自己看了几秒，
但看起来那就是一面普通的镜子。
"
EVENT_STRANGEMIRROR_REW2,"{catname} stares into the mirror...

{He} blinks, and suddenly {catname} and {his} reflection switch places!",,"{catname} se queda mirando el espejo fijamente...

Cuando parpadea, ¡de repente se intercambia con su reflejo!","{catname} fixe le miroir...

{He} cligne des yeux, et soudainement, {he} et son reflet échangent leur place&nbsp;!","{catname} starrt in den Spiegel&nbsp;…

{He} blinzelt und plötzlich tauschen {catname} und {his} Spiegelbild die Plätze!","{catname} guarda all'interno dello specchio...

Non appena sbatte gli occhi, {catname} e il suo riflesso si scambiano di posto!","{catname} encara o espelho...

Após piscar brevemente, {catname} e seu reflexo trocam repentinamente de lugar!",,,,"{catname} 凝视着镜子……

{He}眨了眨眼，突然自己和倒影互换了位置！
"
EVENT_STRANGEMIRROR_REW2_M,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW2_F,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW2_N,"{catname} stares into the mirror...

They blink, and suddenly {catname} and their reflection switch places!",,"{catname} se queda mirando el espejo fijamente...

Cuando parpadea, ¡de repente se intercambia con su reflejo!",,"{catname} starrt in den Spiegel&nbsp;…

{catname} blinzelt und plötzlich tauschen {catname} und das Spiegelbild die Plätze!",,,,,,"{catname} 凝视着镜子……

眨了眨眼，突然 {catname} 和倒影互换了位置！
"
EVENT_STRANGEMIRROR_REW3,"The reflection in the mirror begins laughing maniacally!

{catname} turns and runs away in terror!",,"¡El reflejo del espejo empieza a reírse de forma desquiciada!

{catname} da media vuelta y huye, presa del pánico.","Le reflet dans le miroir se met à rire frénétiquement&nbsp;!

{catname} s'en détourne et s'enfuit de terreur&nbsp;!","Das Spiegelbild fängt an hysterisch zu lachen!

{catname} wirbelt herum und läuft verängstigt weg!","Il riflesso nello specchio scoppia in una risata maniacale!

{catname} si gira e fugge in preda al terrore!","O reflexo no espelho começa a rir de forma insana!

{catname} se vira e foge de pavor!",,,,"镜子里的倒影开始疯狂地大笑！

{catname} 转身惊恐地逃跑了！"
EVENT_STRANGEMIRROR_REW3_M,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW3_F,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW3_N,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW4,The party watches in horror as {catname}'s reflection crawls out of the mirror and attacks them!,,¡El grupo presencia horrorizado cómo el reflejo de {catname} sale del espejo y ataca!,Le groupe observe avec horreur la scène&nbsp;: le reflet correspondant à {catname} sort du miroir et attaque&nbsp;!,"Die Gruppe sieht entsetzt dabei zu, wie das Spiegelbild von {catname} aus dem Spiegel steigt und angreift!",Il gruppo osserva con orrore mentre il riflesso di {catname} striscia fuori dallo specchio e attacca!,O grupo assiste horrorizado enquanto o reflexo de {catname} rasteja para fora do espelho e os ataca!,,,,"队伍惊恐地看着 {catname} 的倒影从镜子里爬出来攻击他们！
"
EVENT_STRANGEMIRROR_REW4_M,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW4_F,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW4_N,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW5,"{catname} lets out a low hiss while staring at {his} reflection, then lashes out and shatters the mirror!",,{catname} suelta un bufido grave mientras se mira en el espejo; ¡luego arremete contra él y lo rompe!,"{catname} feule d'un ton grave en fixant son reflet, puis se déchaîne et brise le miroir&nbsp;!","{catname} faucht {his} Spiegelbild an, schlägt nach ein paar Sekunden zu und zerstört den Spiegel!","{catname} si lascia andare a un basso sibilo mentre osserva il proprio riflesso, poi si avventa contro lo specchio e lo infrange!","{catname} solta um sibilo baixo enquanto encara seu reflexo, depois ataca e estilhaça o espelho!",,,,"{catname} 盯着倒影发出低沉的嘶嘶声，
然后猛地一击打碎了镜子！"
EVENT_STRANGEMIRROR_REW5_M,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW5_F,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW5_N,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW6,"{catname} shatters the fragile reflective pane... 

Something was hidden behind it!
",,"{catname} hace añicos el frágil cristal reflectante...

¡Había algo escondido tras él!
","{catname} brise la fragile surface réfléchissante...

Derrière, il y avait quelque chose&nbsp;!","{catname} zerstört den Spiegel&nbsp;…

Etwas war dahinter versteckt!
","{catname} manda in frantumi il fragile pannello riflettente...

Dietro di esso c'era nascosto qualcosa!","{catname} estilhaça o frágil espelho...

Algo estava escondido atrás dele!",,,,"{catname} 打碎了脆弱的镜面……

后面藏着什么东西！
"
EVENT_STRANGEMIRROR_REW6_M,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW6_F,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW6_N,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW7,"{catname} strikes the mirror with {his} paw, smashing it to smithereens!

{catname} suddenly remembers something scary that an old cat back home told {him} about breaking mirrors...
",,"¡{catname} golpea el espejo con la pata y lo hace añicos!

De repente, recuerda algo terrorífico acerca de romper espejos que le dijo un viejo gato hace tiempo...
","{catname} frappe le miroir avec sa patte, le brisant en mille morceaux&nbsp;!

{He} se souvient soudainement d'une histoire effrayante qu'un vieux chat lui avait racontée à propos des miroirs cassés...","{catname} schlägt mit {his}er Pfote zu und der Spiegel zerspringt in tausend Stücke!

{catname} erinnert sich plötzlich an eine gruselige Geschichte, die eine alte Katze einst darüber erzählt hat, was passiert, wenn man einen Spiegel zerbricht&nbsp;…
","{catname} colpisce lo specchio con la zampa, mandandolo in frantumi!

Improvvisamente {catname} ricorda qualcosa di spaventoso che un vecchio gatto a casa gli aveva raccontato riguardo al rompere gli specchi...","{catname} golpeia o espelho com sua pata, estilhaçando-o em mil pedaços!

{catname} de repente se lembra de algo assustador que um gato velho de casa lhe contou sobre quebrar espelhos...",,,,"{catname} 用爪子猛击镜子，把它打得粉碎！

{catname} 突然想起家乡的老猫告诉{him}关于打碎镜子的
可怕传说……
"
EVENT_STRANGEMIRROR_REW7_M,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW7_F,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW7_N,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW8,"{catname} smashes the mirror to pieces.

Suddenly, a dark foreboding settles on {catname}...",,"{catname} hace añicos el espejo.

De repente, una corazonada oscura atenaza su mente...","{catname} brise le miroir en morceaux.

Tout à coup, {catname} a un pressentiment lugubre...","{catname} zerschlägt den Spiegel in etliche Stücke.

Plötzlich legt sich eine dunkle Präsenz über {catname}&nbsp;…","{catname} fa a pezzi lo specchio.

Improvvisamente, un brutto presagio invade {catname}...","{catname} quebra o espelho em pedaços.

De repente, uma sensação sombria e agourenta toma conta de {catname}...",,,,"{catname} 把镜子打得粉碎。

突然，
一种不祥的预感笼罩了 {catname}……"
EVENT_STRANGEMIRROR_REW8_M,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW8_F,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW8_N,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW9,Creepy! {catname} is spooked by the mirror and runs off.,,"¡Qué mal rollo! A {catname} le da miedo el espejo, así que sale corriendo.",La trouille&nbsp;! {catname} se fait effrayer par le miroir et s'enfuit.,Gruselig! {catname} ist die Sache nicht geheuer und rennt davon.,"Inquietante! Lo specchio spaventa {catname}, che fugge via.",Que medo! {catname} se assusta com o espelho e sai correndo.,,,,"真诡异！{catname} 被镜子吓坏了，跑掉了。
"
EVENT_STRANGEMIRROR_REW9_M,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW9_F,,,,,,,,,,,
EVENT_STRANGEMIRROR_REW9_N,,,,,,,,,,,
EVENT_LOCKEDDOOR_NAME,Locked Door,updated ✔️,Puerta cerrada,Porte verrouillée,Verschlossene Tür,Porta Chiusa,Porta Trancada,,,,上锁的门
EVENT_LOCKEDDOOR_QUES,A door bars the way forward. It looks like it could be locked. What should {catname} do?,,Una puerta impide seguir adelante. Tiene pinta de estar cerrada. ¿Qué debería hacer {catname}?,Une porte barre la route du groupe. Il se pourrait qu'elle soit verrouillée. Que devrait faire {catname}&nbsp;?,Eine Tür versperrt den Weg. Sie sieht verschlossen aus. Was soll {catname} tun?,Una porta sbarra la strada. Sembra essere chiusa. Cosa dovrebbe fare {catname}?,Uma porta bloqueia a passagem. Ela parece estar trancada. O que {catname} deve fazer?,,,,"一扇门挡住了去路。
看起来它可能锁上了。{catname} 该怎么做？
"
EVENT_LOCKEDDOOR_QUES_M,,,,,,,,,,,
EVENT_LOCKEDDOOR_QUES_F,,,,,,,,,,,
EVENT_LOCKEDDOOR_QUES_N,,,,,,,,,,,
EVENT_LOCKEDDOOR_REW1,"After fiddling with the handle, {catname} finds a way to open the door!

It leads to a small shop!",,"Tras toquetear el pomo, {catname} consigue abrir la puerta.

¡Lleva a una tiendecita!","En vérifiant la poignée, {catname} trouve un moyen d'ouvrir la porte&nbsp;!

Elle mène à une modeste boutique&nbsp;!","{catname} drückt den Griff ein paar Mal herunter und die Tür öffnet sich!

Sie führt zu einem kleinen Shop!","Dopo aver smanettato con la maniglia, {catname} trova un modo per aprire la porta!

Conduce a un piccolo negozio!","Após mexer na maçaneta, {catname} encontra uma forma de abrir a porta!

Ela leva até uma lojinha!",,,,"摆弄了一会儿把手后，
{catname} 找到了打开门的方法！

通向一个小商店！"
EVENT_LOCKEDDOOR_REW1_M,,,,,,,,,,,
EVENT_LOCKEDDOOR_REW1_F,,,,,,,,,,,
EVENT_LOCKEDDOOR_REW1_N,,,,,,,,,,,
EVENT_LOCKEDDOOR_PROMPT1,Shop,,Tienda,Boutique,Shop,Negozio,Loja,,,,商店
EVENT_LOCKEDDOOR_REW2,"{catname} discovers the door is actually unlocked...

Beyond the doorway is a large shop full of shiny objects!",,"{catname} descubre que la puerta está abierta...

¡Al otro lado hay una gran tienda repleta de artículos brillantes!","{catname} se rend compte que la porte n'est en fin de compte pas verrouillée...

Au-delà de la porte se trouve une grande boutique pleine d'objets brillants&nbsp;!","{catname} stellt fest, dass die Tür gar nicht verschlossen war&nbsp;…

Hinter ihr ist ein großer Shop voller teuer aussehender Gegenstände!","{catname} scopre che in realtà la porta è aperta...

Dall'altra parte c'è un grosso negozio pieno di oggetti luccicanti!","{catname} descobre que a porta está destrancada...

Atrás dela, há uma grande loja repleta de objetos brilhantes!",,,,"{catname} 发现门其实没锁……

门后是一家摆满闪亮物品的大商店！
"
EVENT_LOCKEDDOOR_REW2_M,,,,,,,,,,,
EVENT_LOCKEDDOOR_REW2_F,,,,,,,,,,,
EVENT_LOCKEDDOOR_REW2_N,,,,,,,,,,,
EVENT_LOCKEDDOOR_PROMPT2,Rare shop!,,¡Tienda exclusiva!,Boutique rare&nbsp;!,Seltener Shop!,Negozio raro!,Loja rara!,,,,稀有商店！
EVENT_LOCKEDDOOR_REW3,"{catname} tries to pry the door open, but it slams shut on {his} head!
",,"{catname} intenta abrir la puerta, pero se cierra de golpe ¡y se le queda la cabeza atrapada!
","{catname} tente de forcer l'ouverture de la porte, mais cette dernière se referme directement sur sa tête&nbsp;!","{catname} versucht die Tür aufzubrechen, aber stattdessen fällt sie auf {his}en Kopf!
","{catname} cerca di forzare la porta, che però si chiude di scatto colpendo la sua testa!","{catname} tenta abrir a porta à força, mas ela se fecha em sua cabeça!",,,,"{catname} 试图把门撬开，但门猛地关上，
夹住了头！
"
EVENT_LOCKEDDOOR_REW3_M,,,,,,,,,,,
EVENT_LOCKEDDOOR_REW3_F,,,,,,,,,,,
EVENT_LOCKEDDOOR_REW3_N,,,,,,,,,,,
EVENT_LOCKEDDOOR_REW4,"The door creaks open, but when {catname} approaches the threshold it slams shut, crushing {him}!
",,"La puerta se abre con un chirrido, pero ¡aplasta a {catname} al cerrarse de golpe cuando va a cruzar el umbral!
","La porte s'ouvre en grinçant, mais au moment où {catname} s'approche du seuil, elle se referme soudainement tout en l'écrasant&nbsp;!","Die Tür öffnet sich einen Spalt, doch als {catname} sich der Schwelle nähert, fällt sie plötzlich zu und quetscht {him} ein!
",,"A porta range ao abrir, mas, quando {catname} se aproxima da soleira, ela se fecha com força, esmagando seu corpo!",,,,"门吱呀一声开了，但当 {catname} 靠近门槛时，
它猛地关上，压扁了{him}！
"
EVENT_LOCKEDDOOR_REW4_M,,,,,,"La porta si apre cigolando, ma non appena {catname} si avvicina alla soglia quella si richiude di scatto, schiacciandolo!",,,,,
EVENT_LOCKEDDOOR_REW4_F,,,,,,"La porta si apre cigolando, ma non appena {catname} si avvicina alla soglia quella si richiude di scatto, schiacciandola!",,,,,
EVENT_LOCKEDDOOR_REW4_N,,,,,,"La porta si apre cigolando, ma non appena {catname} si avvicina alla soglia quella si richiude di scatto, schiacciando {catname}!",,,,,
EVENT_LOCKEDDOOR_REW5,"{catname} proudly smashes down the door!

A startled shopkeeper within the room beyond yells out, [i]Why can't you just use the handle like a normal cat?![/i]

Oops!",,"¡{catname} echa abajo la puerta con contundencia!

En la habitación que hay al otro lado, una dependienta sobresaltada grita: «¡¿Por qué no puedes usar el pomo como un gato normal?!».

Ups...","{catname} frappe la porte avec fierté et la fait tomber&nbsp;!

La propriétaire de la boutique crie depuis l'intérieur&nbsp;: «&nbsp;Vous pouvez pas vous servir de la poignée, comme les autres chats&nbsp;?&nbsp;».

Oups&nbsp;!","{catname} tritt die Tür mit aller Kraft ein!

Die überraschte Verkäuferin im Shop dahinter schreit: [i]Kannst du die Tür nicht wie eine normale Katze benutzen?![/i]

Upps!","Con fierezza, {catname} butta giù la porta!

Una negoziante sbigottita all'interno della stanza lancia un grido: [i]ma perché non usi la maniglia come qualunque gatto normale?![/i]

Oops!","{catname} arromba a porta com orgulho!

Um lojista assustado, do outro lado da sala, grita: [i]Por que você não usa a maçaneta como qualquer gato normal?![/i]

Ops!",,,,"{catname} 自豪地砸开了门！

房间里受惊的店主大喊道，
[i]为什么你就不能像只正常的猫一样用把手呢？
！[/i]

哎呀！"
EVENT_LOCKEDDOOR_REW5_M,,,,,,,,,,,
EVENT_LOCKEDDOOR_REW5_F,,,,,,,,,,,
EVENT_LOCKEDDOOR_REW5_N,,,,,,,,,,,
EVENT_LOCKEDDOOR_REW6,"A voice calls out from beyond the destroyed entrance...

[i]Why did I even bother installing a door?[/i]

The shopkeeper inside begrudgingly pulls out their best wares, hoping to make back enough coins to buy a new door.",,"Se oye una voz que proviene del otro lado de la entrada destruida...

«¿Por qué me molesté en poner una puerta?».

A regañadientes, la dependienta del interior saca sus mejores artículos con la esperanza de ganar monedas suficientes para poder comprar una puerta nueva.","Une voix résonne de l'autre côté de l'entrée maintenant détruite...

«&nbsp;Pourquoi je m'embête à faire installer une porte&nbsp;?&nbsp;»

La propriétaire à l'intérieur met à contrecœur ses meilleures offres en boutique, dans l'espoir de récupérer assez de pièces pour racheter une porte.","Eine Stimme ertönt hinter dem zerstörten Eingang&nbsp;…

[i]Warum hab ich überhaupt eine Tür einbauen lassen?[/i]

Die Verkäuferin zeigt widerwillig ihre besten Waren und hofft, genug mit ihnen zu verdienen, um eine neue Tür kaufen zu können.","Una voce grida da dietro l'entrata distrutta...

[i]Ma perché mi sono preso la briga di installare una porta?[/i]

La negoziante all'interno tira fuori controvoglia la sua mercanzia, sperando di guadagnare abbastanza monete per comprarsi una porta nuova.","Uma voz ressoa de além da entrada destruída...

[i]Por que me dei ao trabalho de instalar uma porta?[/i]

O lojista lá dentro, a contragosto, tira suas melhores mercadorias, na esperança de recuperar moedas suficientes para comprar uma porta nova.",,,,"一个声音从被毁的
入口另一边传来……

[i]我当初为什么要装门？[/i]

店主不情愿地拿出他们最好的商品，
希望能赚回买新门的钱。"
